QuestionID,Question,Answer,Document
Q487,what percentage of water in in the body,question_answering,Body water
Q488,what type of batteries are 357 (LR44),question_answering,LR44 battery
Q489,where did hurricane katrina begin,question_answering,Hurricane Katrina
Q490,where did hurricane katrina begin,question_answering,Hurricane Katrina
Q491,what is an assist in basketball,question_answering,Assist (basketball)
Q492,what is 1 mil guaranies in united states dollars,question_answering,Mill (currency)
Q493,where did the persian war take place,question_answering,Greco-Persian Wars
Q494,where did the persian war take place,question_answering,Greco-Persian Wars
Q495,where did the persian war take place,question_answering,Greco-Persian Wars
Q496,where did the persian war take place,question_answering,Greco-Persian Wars
Q497,where did the persian war take place,question_answering,Greco-Persian Wars
Q498,where did the persian war take place,question_answering,Greco-Persian Wars
Q499,where did the persian war take place,question_answering,Greco-Persian Wars
Q500,what is a day care for?,question_answering,Day care
Q501,who discovered neptune the planet,question_answering,Discovery of Neptune
Q502,what separates me from you album,question_answering,What Separates Me from You
Q503,when did thomson make the plum-pudding model,question_answering,Plum pudding model
Q504,what part of the pig is bacon,question_answering,Bacon
Q505,where did erisa come from,question_answering,Employee Retirement Income Security Act
Q506,where did erisa come from,question_answering,Employee Retirement Income Security Act
Q507,what percent of illegal immigrants are from mexico and europe,question_answering,Illegal immigration to the United States
Q508,what school district is alvin in?,question_answering,Alvin Independent School District
Q509,what are the houses of hogwarts,question_answering,Hogwarts
Q510,when us subprime mortgage market collapse,question_answering,Subprime mortgage crisis
Q511,What kind of personality test is the MBTI,question_answering,Myers-Briggs Type Indicator
Q512,What kind of personality test is the MBTI,question_answering,Myers-Briggs Type Indicator
Q513,What kind of personality test is the MBTI,question_answering,Myers-Briggs Type Indicator
Q514,what type of game is heavy rain,question_answering,Heavy Rain
Q515,what are superannuation contributions?,question_answering,Superannuation in Australia
Q516,where does a flea live,question_answering,Flea
Q517,what is a group of deer called,question_answering,Deer
Q518,what state was john mccain a senator in during the 2008 election,question_answering,"United States presidential election, 2008"
Q519,when does the electoral college votes,question_answering,Electoral College (United States)
Q520,when barack obama was born,question_answering,Barack Obama
Q521,who wrote rhythm of the ancient mariner,question_answering,The Rime of the Ancient Mariner
Q522,when did freddie mercury die,question_answering,Freddie Mercury
Q523,what is a .PAC file,question_answering,Proxy auto-config
Q524,what is a .PAC file,question_answering,Proxy auto-config
Q525,what are spoilers for,question_answering,Spoiler (automotive)
Q526,who sings i am a man of constant sorrow,question_answering,Man of Constant Sorrow
Q527,who kill franz ferdinand ww1,question_answering,Assassination of Archduke Franz Ferdinand of Austria
Q528,what year did disney's animal kingdom lodge open,question_answering,Disney's Animal Kingdom Lodge
Q529,what are two languages in Nigeria?,question_answering,Languages of Nigeria
Q530,what war led to Pearl Harbor,question_answering,Events leading to the attack on Pearl Harbor
Q531,what is a mms message,question_answering,Multimedia Messaging Service
Q532,where in the world are smallpox common,question_answering,Smallpox
Q533,what year did the beatles came out with the song i wanna hold your hand,question_answering,I Want to Hold Your Hand
Q534,what year did the beatles came out with the song i wanna hold your hand,question_answering,I Want to Hold Your Hand
Q535,what is a gasser car,question_answering,Gasser (car)
Q536,what tensions preceded the berlin blockade,question_answering,Berlin Blockade
Q537,who sang proud mary,question_answering,Proud Mary
Q538,who sang that song-a change is going to come,question_answering,A Change Is Gonna Come
Q539,where do crocodiles live,question_answering,Crocodile
Q540,what percentage of the human body is water,question_answering,Body water
Q541,what relates to erosion,question_answering,Erosion
Q542,what relates to erosion,question_answering,Erosion
Q543,what is a form of legal ownership,question_answering,Ownership
Q544,where in oregon is albany,question_answering,"Albany, Oregon"
Q545,where in oregon is albany,question_answering,"Albany, Oregon"
Q546,who wrote what's my name rihanna,question_answering,What's My Name? (Rihanna song)
Q547,what year did isaac newton die,question_answering,Isaac Newton
Q548,what is a constant in math?,question_answering,Mathematical constant
Q549,when did abraham lincoln write the emancipation proclamation??,question_answering,Emancipation Proclamation
Q550,what part of the pre-world war 1 arms race was the most intense?,question_answering,Causes of World War I
Q551,who owns land rover,question_answering,Land Rover
Q552,what states have legalized prostitution,question_answering,Prostitution in the United States
Q553,what states are on the east coast,question_answering,East Coast of the United States
Q554,when president nixon resigns,question_answering,Richard Nixon
Q555,when did sertraline come on the market,question_answering,Sertraline
Q556,where fourth of july came from,question_answering,Independence Day (United States)
Q557,when did secretariat win,question_answering,Secretariat (horse)
Q558,what are batteries made up of,question_answering,Automotive battery
Q559,what are batteries made up of,question_answering,Automotive battery
Q560,what is a full job time??,question_answering,Full-time
Q561,what are the three primary colors in the subtractive color model,question_answering,Subtractive color
Q562,what are layers of the ionosphere,question_answering,Ionosphere
Q563,what people used mayan numeral system,question_answering,Maya numerals
Q564,what is a newsgroup message,question_answering,Usenet newsgroup
Q565,who plays as big bird,question_answering,Big Bird
Q566,who plays as big bird,question_answering,Big Bird
Q567,who accompanied King louis the VII of France on the second crusade,question_answering,Second Crusade
Q568,who founded walmart,question_answering,Walmart
Q569,what are some legal uses of meth,question_answering,Methamphetamine
Q570,when did gary moore die,question_answering,Gary Moore
Q571,what is 6 pin din connector,question_answering,Mini-DIN connector
Q572,what is a hosting company on a website,question_answering,Web hosting service
Q573,Where does the word baptism come from,question_answering,Baptism
Q574,what school did Zach Thomas play for before making it in to the NFL,question_answering,Zach Thomas
Q575,what order is the moth,question_answering,Moth
Q576,what are the uses for gui,question_answering,Graphical user interface
Q577,who won antm cycle 12,question_answering,"America's Next Top Model, Cycle 12"
Q578,who owns exxon mobil,question_answering,ExxonMobil
Q579,who built the globe,question_answering,Globe Theatre
Q580,what are warehouse spreadsheets used for,question_answering,Data warehouse
Q581,what are warehouse spreadsheets used for,question_answering,Data warehouse
Q582,what are warehouse spreadsheets used for,question_answering,Data warehouse
Q583,what is a rock quarry,question_answering,Quarry
Q584,what kind of school is MIT,question_answering,MIT Sloan School of Management
Q585,Who Started the Mormon Church,question_answering,Mormons
Q586,what are banana plugs for,question_answering,Banana connector
Q587,what part of the earth's structure is believed to consist of tectonic plates,question_answering,Plate tectonics
Q588,when did the trojan war take place,question_answering,Trojan War
Q589,what is a letterbox movie,question_answering,Letterboxing (filming)
Q590,what is a letterbox movie,question_answering,Letterboxing (filming)
Q591,who won the 2009 super bowl,question_answering,Super Bowl XLIII
Q592,what is a popular people meter,question_answering,People meter
Q593,what are the characteristics of bryophytes,question_answering,Bryophyte
Q594,when to use semicolon,question_answering,Semicolon
Q595,when did xbox release,question_answering,Xbox
Q596,what is a roll play games,question_answering,Role-playing game
Q597,when did the civil war start and where,question_answering,American Civil War
Q598,What are the busiest airports in the world,question_answering,World's busiest airport
Q599,where the streets have no name filming location,question_answering,Where the Streets Have No Name
Q600,where did the mayflower land,question_answering,Mayflower
Q601,what is a forward in soccer,question_answering,Forward (association football)
Q602,WHO QUALIFIES AS A DOMESTIC PARTNER IN CA,question_answering,Domestic partnership in California
Q603,where did mark jackson play pro basketball?,question_answering,Mark Jackson (basketball)
Q604,what languages are spoken in south africa,question_answering,Languages of South Africa
Q605,what languages are spoken in south africa,question_answering,Languages of South Africa
Q606,Who controlled Alaska before US?,question_answering,Alaska
Q607,what are stink bombs made of,question_answering,Stink bomb
Q608,what are stink bombs made of,question_answering,Stink bomb
Q609,who sang black velvet,question_answering,Black Velvet (song)
Q610,"who said ""A picture is worth a thousand words""?",question_answering,A picture is worth a thousand words
Q611,who produced loyal to the game?,question_answering,Loyal to the Game
Q612,WHAT ARE HERITABLE TRAITS,question_answering,Heritability
Q613,who does afge represent,question_answering,American Federation of Government Employees
Q614,what teams won super bowl,question_answering,List of Super Bowl champions
Q615,what year was christianity introduced to sub-saharan africa,question_answering,Christianity in Africa
Q616,who wrote puff the magic dragon,question_answering,"Puff, the Magic Dragon"
Q617,when did expos become nationals,question_answering,Washington Nationals
Q618,what is a contingent fee with an attorney,question_answering,Contingent fee
Q619,what is a D.O. stand for medical doctor,question_answering,Doctor of Osteopathic Medicine
Q620,what is a vetting process,question_answering,Vetting
Q621,when did the free soilers party start?,question_answering,Free Soil Party
Q622,who reports the consumer price index,question_answering,Consumer Price Index
Q623,"where does the expression ""knocking on wood"" come from",question_answering,Knocking on wood
Q624,what are rocker arms?,question_answering,Rocker arm
Q625,who sang the nights the lights went out,question_answering,The Night the Lights Went Out in Georgia
Q626,who sang the nights the lights went out,question_answering,The Night the Lights Went Out in Georgia
Q627,where does the return address go on mail,question_answering,Return address
Q628,where does the return address go on mail,question_answering,Return address
Q629,when did steven adler play for guns and roses,question_answering,Steven Adler
Q630,what is a synthetic conduit,question_answering,Nerve guidance conduit
Q631,what is a wwII theater,question_answering,European Theatre of World War II
Q632,what is amoxicillin for?,question_answering,Amoxicillin
Q633,what state was the civil war in,question_answering,American Civil War
Q634,where did the early humans live?,question_answering,Human evolution
Q635,where did the early humans live?,question_answering,Human evolution
Q636,who invaded north africa during ww2,question_answering,Operation Torch
Q637,WHAT YEARS WAS THE C5 VETTE PRODUCED,question_answering,Chevrolet Corvette (C5)
Q638,what year was gulf war,question_answering,Gulf War
Q639,What U.S. President's head has been featured on the nickel (five-cent coin) since 1938?,question_answering,Nickel (United States coin)
Q640,who sings stand by me,question_answering,Stand by Me (song)
Q641,When did F15s first fly,question_answering,McDonnell Douglas F-15 Eagle
Q642,what year was elvis born,question_answering,Elvis Presley
Q643,what are the arb medications,question_answering,ARB
Q644,where did columbus really land in 1492?,question_answering,Christopher Columbus
Q645,what is a brindle boxer,question_answering,Boxer (dog)
Q646,what are SATA Power Connector,question_answering,Serial ATA
Q647,what are SATA Power Connector,question_answering,Serial ATA
Q648,who invented the internet,question_answering,History of the Internet
Q649,"What kind of poem is ""This is Just to Say""",question_answering,This Is Just To Say
Q650,when does the royal standard fly?,question_answering,Royal Standard of the United Kingdom
Q651,when does the royal standard fly?,question_answering,Royal Standard of the United Kingdom
Q652,who played dumbledore in harry potter,question_answering,Albus Dumbledore
Q653,who played dumbledore in harry potter,question_answering,Albus Dumbledore
Q654,what produces calcitonin,question_answering,Calcitonin
Q655,who hit the first home run at riverfront stadium?,question_answering,Riverfront Stadium
Q656,Who Makes Nexen Tires,question_answering,Nexen Tire
Q657,who did richard nixon refer to as the  silent majority,question_answering,Silent majority
Q658,who did richard nixon refer to as the  silent majority,question_answering,Silent majority
Q659,what the atmosphere on mercury,question_answering,Atmosphere of Mercury
Q660,What are the lateral and median apertures of the brain?,question_answering,Lateral aperture
Q661,what year did the last monkeys go into space,question_answering,Monkeys in space
Q662,what part of the pig do pork chops come from,question_answering,Pork chop
Q663,what are grits made from,question_answering,Grits
Q664,what religion is westminster abbey,question_answering,Westminster Abbey
Q665,when did coca cola first come out,question_answering,Coca-Cola
Q666,what role do ombudsman play in the swedish government?,question_answering,Ombudsman
Q667,what state is new england in,question_answering,New England
Q668,who played batman in dark knight,question_answering,The Dark Knight (film)
Q669,what are stanzas in poetry,question_answering,Stanza
Q670,what are stanzas in poetry,question_answering,Stanza
Q671,who shot franz ferdinand,question_answering,Assassination of Archduke Franz Ferdinand of Austria
Q672,who won the super in xl1,question_answering,Super Bowl XLI
Q673,what are the three ossicles,question_answering,Ossicles
Q674,what are the parts of plant stems?,question_answering,Plant stem
Q675,what is an army specialist,question_answering,Specialist (rank)
Q676,what year did martin luther king die,question_answering,"Martin Luther King, Jr."
Q677,what to make with linen,question_answering,Linen
Q678,what spanish speaking countries have the most world cup titles,question_answering,FIFA World Cup
Q679,who composed the Singapore national anthem,question_answering,Majulah Singapura
Q680,what south dakota county is wakonda in,question_answering,"Wakonda, South Dakota"
Q681,what are american people of japanese descent called,question_answering,Japanese American
Q682,what are american people of japanese descent called,question_answering,Japanese American
Q683,when does v start,question_answering,V (2009 TV series)
Q684,when did spongebob first air,question_answering,SpongeBob SquarePants
Q685,what are d.o. of medicine,question_answering,Doctor of Osteopathic Medicine
Q686,what are d.o. of medicine,question_answering,Doctor of Osteopathic Medicine
Q687,what is a bus adapter in a computer?,question_answering,Host adapter
Q688,where does cashmere come from,question_answering,Cashmere wool
Q689,Who invented egg rolls,question_answering,Egg roll
Q690,what westerners include in pain and suffering,question_answering,Pain and suffering
Q691,what westerners include in pain and suffering,question_answering,Pain and suffering
Q692,what is a medallion guarantee,question_answering,Medallion signature guarantee
Q693,what is a medallion guarantee,question_answering,Medallion signature guarantee
Q694,who won the 2010 world cup,question_answering,2010 FIFA World Cup
Q695,who wrote the song in the mood,question_answering,In the Mood
Q696,what is active learning strategies,question_answering,Active learning
Q697,"what is ""thin film"" technology",question_answering,Thin film
Q698,who sang I want to dance with somebody,question_answering,I Wanna Dance with Somebody (Who Loves Me)
Q699,what zones are tropical,question_answering,Tropics
Q700,what type of business is walmart,question_answering,Walmart
Q701,what part of the plant are avocados,question_answering,Avocado
Q702,when does air bag deploy,question_answering,Airbag
Q703,what are some chinese inventions,question_answering,List of Chinese inventions
Q704,what are some chinese inventions,question_answering,List of Chinese inventions
Q705,who sung the banana boat song,question_answering,Day-O (The Banana Boat Song)
Q706,when did wwi begin,question_answering,World War I
Q707,what year did keeping up with the kardashians begin,question_answering,Keeping Up with the Kardashians
Q708,what two empires fought to control afghanistan,question_answering,Afghanistan
Q709,what triggered the civil war,question_answering,American Civil War
Q710,what is a store confectioner,question_answering,Confectionery store
Q711,what is a store confectioner,question_answering,Confectionery store
Q712,when did qing dynasty begin,question_answering,Qing Dynasty
Q713,who owns youtube,question_answering,Youtube
Q714,what are tires made of,question_answering,Tire
Q715,who killed general warren in bunker hill,question_answering,Joseph Warren
Q716,where do women ejeculation exactly coming from,question_answering,Female ejaculation
Q717,who won the women's world cup,question_answering,FIFA Women's World Cup
Q718,when did texas become a state,question_answering,Texas
Q719,who owns smirnoff,question_answering,Smirnoff
Q720,who made the matrix,question_answering,The Matrix
Q721,what are some six sigma tools used,question_answering,Six sigma
Q722,who wrote serenity prayer,question_answering,Serenity Prayer
Q723,what are the Declaration and Resolves of the First Continental Congress about,question_answering,Declaration and Resolves of the First Continental Congress
Q724,what are the Declaration and Resolves of the First Continental Congress about,question_answering,Declaration and Resolves of the First Continental Congress
Q725,what are the Declaration and Resolves of the First Continental Congress about,question_answering,Declaration and Resolves of the First Continental Congress
Q726,what is a bad beat in poker,question_answering,Bad beat
Q727,what part of beef are rouladen cut from?,question_answering,Rouladen
Q728,where does cellular respiration occur,question_answering,Cellular respiration
Q729,who created massey ferguson,question_answering,Massey Ferguson
Q730,what is a lapping machine,question_answering,Lapping
Q731,who plays ethan in my babysitter's a vampire,question_answering,My Babysitter's a Vampire (TV series)
Q732,where do the mohawks live,question_answering,Mohawk people
Q733,where do the mohawks live,question_answering,Mohawk people
Q734,where do the mohawks live,question_answering,Mohawk people
Q735,when did proof die,question_answering,Proof (rapper)
Q736,when did proof die,question_answering,Proof (rapper)
Q737,what is a base SI unit,question_answering,SI base unit
Q738,when did ww1 end?,question_answering,World War I
Q739,what state is area code 419,question_answering,Area codes 419 and 567
Q740,what is 9/11 bombings,question_answering,September 11 attacks
Q741,what are social security taxes,question_answering,Social Security (United States)
Q742,what town is laurel hollow ny in,question_answering,"Laurel Hollow, New York"
Q743,when did charles dickens live,question_answering,Charles dickens
Q744,when did the civil rights movement begin,question_answering,Civil rights movement
Q745,who won fifa world cup 2010,question_answering,2010 FIFA World Cup
Q746,when did egg mcmuffin get invented,question_answering,McMuffin
Q747,who shot john lennon?,question_answering,Death of John Lennon
Q748,what state is new orleans in,question_answering,New Orleans
Q749,what where the most important factors that led to the defeat of the democrates in 1968?,question_answering,"United States presidential election, 1968"
Q750,when did kurt cobain kill himself,question_answering,Kurt Cobain
Q751,who starred in the original true grit,question_answering,True Grit (1969 film)
Q752,what is a millwright worker,question_answering,Millwright
Q753,what the names of destiny's child,question_answering,Destiny's Child
Q754,who created the tourbillon movement?,question_answering,Tourbillon
Q755,what is an .msi file,question_answering,Windows Installer
Q756,what year did mexico gain independence from spain,question_answering,Mexican War of Independence
Q757,What are procedure codes terms in coding?,question_answering,Procedure codes
Q758,what is a Four Lokos,question_answering,Four Loko
Q759,what is a fret on a guitar,question_answering,Fret
Q760,what year was smokey the bear invented,question_answering,Smokey Bear
Q761,who said tv is a vast wasteland,question_answering,Newton N. Minow
Q762,what is a duvet cover used for,question_answering,Duvet
Q763,who did mr bojangles,question_answering,Mr. Bojangles (song)
Q764,what is an agents job role in film,question_answering,Talent agent
Q765,what is an agents job role in film,question_answering,Talent agent
Q766,"who discovered the 2 moons of mars,Phobos and Deimos",question_answering,Moons of Mars
Q767,WHAT IS A LAW ENFORCEMENT MURDER BOOK,question_answering,Murder book
Q768,where does angela davis currently work,question_answering,Angela Davis
Q769,when album love always released,question_answering,Love Always
Q770,who wrote west side story,question_answering,West Side Story
Q771,who killed robert kennedy,question_answering,Assassination of Robert F. Kennedy
Q772,when Harry met Sally case,question_answering,When Harry Met Sally...
Q773,who owns hamburger helper,question_answering,Hamburger Helper
Q774,what makes a dwarf planet,question_answering,Dwarf planet
Q775,what makes a dwarf planet,question_answering,Dwarf planet
Q776,when did jack lalanne die,question_answering,Jack LaLanne
Q777,who made the original care bears,question_answering,Care Bears
Q778,what states does interstate 70 travel through,question_answering,Interstate 70
Q779,when do solar eclipses happen?,question_answering,Solar eclipse
Q780,where do mangos come from,question_answering,Mango
Q781,what latitude is tropic of cancer,question_answering,Tropic of cancer
Q782,what video format will play in a DVD player,question_answering,DVD-Video
Q783,what part of the government governs the US post office?,question_answering,United States Postal Service
Q784,what state is the capital in,question_answering,List of capitals in the United States
Q785,what are square diamonds called?,question_answering,Princess cut
Q786,what motor does a 2001 monte carlo,question_answering,Chevrolet Monte Carlo
Q787,where scottsdale?,question_answering,"Scottsdale, Arizona"
Q788,who has brad pitt dated,question_answering,Brad Pitt
Q789,what is a dogs classification,question_answering,Dog
Q790,what year was President kennedy president?,question_answering,John F. Kennedy
Q791,who owns popeyes chicken,question_answering,Popeyes Louisiana Kitchen
Q792,what nationality is wendy williams,question_answering,Wendy Williams
Q793,who said give me liberty or give me death,question_answering,"Give me Liberty, or give me Death!"
Q794,who said give me liberty or give me death,question_answering,"Give me Liberty, or give me Death!"
Q795,what president was theodore roosevelt,question_answering,Theodore Roosevelt
Q796,who starred in webster,question_answering,Webster (TV series)
Q797,what are the most known sports in america,question_answering,Sports in the United States
Q798,what are the most known sports in america,question_answering,Sports in the United States
Q799,what is a monarch to a monarchy,question_answering,Monarchy
Q800,"what is an ""N.M?",question_answering,Newton metre
Q801,what is adem disease,question_answering,Acute disseminated encephalomyelitis
Q802,what is adem disease,question_answering,Acute disseminated encephalomyelitis
Q803,what year did john adams become  president?,question_answering,John Adams
Q804,who created bing,question_answering,Bing
Q805,who made hubble telescope,question_answering,Hubble Space Telescope
Q806,what are anti inflammatories,question_answering,Anti-inflammatory
Q807,who sang momma told me not to come,question_answering,Mama Told Me Not to Come
Q808,when did andrea doria sink,question_answering,SS Andrea Doria
Q809,what are dialysis tubes,question_answering,Dialysis tubing
Q810,who designed the statue of liberty,question_answering,Statue of Liberty
Q811,what is am 2201,question_answering,AM-2201
Q812,who wrote second corinthians,question_answering,Second Epistle to the Corinthians
Q813,who first synthesized heroin,question_answering,Heroin
Q814,when did george washington died?,question_answering,George Washington
Q815,when did george washington died?,question_answering,George Washington
Q816,what is a wiki platform,question_answering,Wiki
Q817,what are four thirds cameras,question_answering,Four Thirds system
Q818,who plays dumbledore in harry potter 6,question_answering,Albus Dumbledore
Q819,what type of land is savannah,question_answering,Savanna
Q820,who wrote  nature boy,question_answering,Nature Boy
Q821,who set the world record for women for high jump,question_answering,High jump
Q822,when did playstation 3 first launch,question_answering,PlayStation 3 launch
Q823,where does ground pepper come from,question_answering,Black pepper
Q824,where does ground pepper come from,question_answering,Black pepper
Q825,where does ground pepper come from,question_answering,Black pepper
Q826,what type of ecosystem does stingrays live in,question_answering,Stingray
Q827,who wrote the song cocaine,question_answering,Cocaine (song)
Q828,when did pearl harbor get bombed,question_answering,Attack on Pearl Harbor
Q829,what religion is primary in africa?,question_answering,Religion in Africa
Q830,who won season 2 of project runway,question_answering,Project Runway (season 2)
Q831,when did marlins start,question_answering,Miami Marlins
Q832,what is a mule in coins,question_answering,Mule (coin)
Q833,where do dungeness crab live,question_answering,Dungeness crab
Q834,who plays mary poppins in the movie,question_answering,Mary Poppins (film)
Q835,what is an arc in a story plot,question_answering,Story arc
Q836,What are the different translations for the Bible,question_answering,Bible translations
Q837,What are the different translations for the Bible,question_answering,Bible translations
Q838,when does black friday start for christmas,question_answering,Black Friday (shopping)
Q839,when does black friday start for christmas,question_answering,Black Friday (shopping)
Q840,when does black friday start for christmas,question_answering,Black Friday (shopping)
Q841,who sang what a wonderful world,question_answering,What a Wonderful World
Q842,what month is the president inaugurated,question_answering,United States presidential inauguration
Q843,when did Emperor Justinian die,question_answering,Justinian I
Q844,what movement was elizabeth cady stanton a part of,question_answering,Elizabeth Cady Stanton
Q845,what movement was elizabeth cady stanton a part of,question_answering,Elizabeth Cady Stanton
Q846,what radio station are the boston bruins on?,question_answering,Boston Bruins Radio Network
Q847,what radio station are the boston bruins on?,question_answering,Boston Bruins Radio Network
Q848,when did ms .drgs go into effect,question_answering,Diagnosis-related group
Q849,what are the characteristics of an ethnic group,question_answering,Ethnic group
Q850,what are the characteristics of an ethnic group,question_answering,Ethnic group
Q851,what are the characteristics of an ethnic group,question_answering,Ethnic group
Q852,what mountains are on appalachian trail,question_answering,Appalachian Trail
Q853,what are add ons,question_answering,Add-on
Q854,what are add ons,question_answering,Add-on
Q855,what are add ons,question_answering,Add-on
Q856,what are add ons,question_answering,Add-on
Q857,what are add ons,question_answering,Add-on
Q858,what are add ons,question_answering,Add-on
Q859,what would be the deliverables,question_answering,Deliverable
Q860,what are club seats,question_answering,Club seating
Q861,what are club seats,question_answering,Club seating
Q862,what school did oprah winfrey help,question_answering,Oprah Winfrey Leadership Academy for Girls
Q863,when did scott pilgrim come out,question_answering,Scott Pilgrim vs. the World
Q864,what is a google in math,question_answering,Googol
Q865,what structure is disulfide bonds,question_answering,Disulfide bond
Q866,what is a redshirt freshman football player,question_answering,Redshirt (college sports)
Q867,who rules communism government,question_answering,Communist state
Q868,who makes skittles?,question_answering,Skittles (confectionery)
Q869,what year did South Africa become a team in rugby,question_answering,South Africa national rugby union team
Q870,what is a discipline of study,question_answering,List of academic disciplines
Q871,what is a discipline of study,question_answering,List of academic disciplines
Q872,who did john f kennedy run against?,question_answering,John F. Kennedy
Q873,who wrote stand by me,question_answering,Stand by Me (song)
Q874,what are metaphors used for,question_answering,Metaphor
Q875,what are metaphors used for,question_answering,Metaphor
Q876,what season is  dexter on,question_answering,Dexter (TV series)
Q877,What are context effects of memory?,question_answering,Context-dependent memory
Q878,what are the names of the ll divos,question_answering,Il Divo
Q879,who won the 1998 world cup,question_answering,1998 FIFA World Cup
Q880,where did the vietnamese settle in america,question_answering,Vietnamese American
Q881,What is a 28 day cycle?,question_answering,Menstrual cycle
Q882,when did hitler kill himself,question_answering,Death of Adolf Hitler
Q883,when did world war 2 end,question_answering,World War II
Q884,what is a llc company?,question_answering,Limited liability company
Q885,what is a llc company?,question_answering,Limited liability company
Q886,what are k cups,question_answering,K-Cup
Q887,what is a chronograph watch,question_answering,Chronograph
Q888,what is a PCI port used for,question_answering,Conventional PCI
Q889,who won the 1967 nba championship,question_answering,1967 NBA Finals
Q890,who make airbus,question_answering,Airbus
Q891,who invented the television,question_answering,History of television
Q892,what are the side effects for lyme disease,question_answering,Lyme disease
Q893,what are the side effects for lyme disease,question_answering,Lyme disease
Q894,when did the movie deep blue sea come out,question_answering,Deep Blue Sea
Q895,when did the movie deep blue sea come out,question_answering,Deep Blue Sea
Q896,who wrote the song for star wars,question_answering,Star Wars music
Q897,what are a and r reps,question_answering,Artists and repertoire
Q898,what measurement is a furlong,question_answering,Furlong
Q899,where does ray lamontagne live,question_answering,Ray lamontagne
Q900,when the wind blows james patterson,question_answering,When the Wind Blows (James Patterson novel)
Q901,who made facebook,question_answering,Facebook
Q902,what are the catholic gifts of the holy spirit,question_answering,Seven gifts of the Holy Spirit
Q903,what are the catholic gifts of the holy spirit,question_answering,Seven gifts of the Holy Spirit
Q904,where do you find iodine,question_answering,Iodine
Q905,what are lobbying groups,question_answering,Lobbying
Q906,what are lobbying groups,question_answering,Lobbying
Q907,what kind of people are on the show skins,question_answering,Skins (UK TV series)
Q908,who played the drums in the band cream back in 1968,question_answering,Cream (band)
Q909,what president made decision to buy louisiana,question_answering,Louisiana Purchase
Q910,who sang cool jerk,question_answering,Cool Jerk
Q911,what is a league in the sea,question_answering,League (unit)
Q912,what nationality is kris jenner,question_answering,Kris Jenner
Q913,when will ie9 be released,question_answering,Internet Explorer 9
Q914,when did classification of races begin,question_answering,Race (human classification)
Q915,when did lucy stone died,question_answering,Lucy Stone
Q916,what are stocks and bonds,question_answering,Bond (finance)
Q917,what are stocks and bonds,question_answering,Bond (finance)
Q918,what are the boundaries of the pelvic outlet,question_answering,Pelvic outlet
Q919,what states has the electric chair,question_answering,Electric chair
Q920,what are private labels,question_answering,Private label
Q921,when did germans enter paris in ww2,question_answering,Liberation of Paris
Q922,who wrote the song feelin alright,question_answering,Feelin' Alright
Q923,what is a neuro tract,question_answering,Neural pathway
Q924,when did dr.carter g woodson die,question_answering,Carter G. Woodson
Q925,what are loan originations,question_answering,Loan origination
Q926,what are loan originations,question_answering,Loan origination
Q927,When did the New Deal start,question_answering,New Deal
Q928,what year did aerosmith i dont want to miss a thing,question_answering,I Don't Want to Miss a Thing
Q929,when did daylight savings time start,question_answering,Daylight saving time
Q930,What region of France is Montargis in?,question_answering,Montargis
Q931,what year lord of rings made?,question_answering,The Lord of the Rings
Q932,what time will the world end on may 21,question_answering,2011 end times prediction
Q933,what is  file based system,question_answering,File system
Q934,who makes triumph motorcycles,question_answering,Triumph Motorcycles
Q935,who makes triumph motorcycles,question_answering,Triumph Motorcycles
Q936,What political conflicts marked the presidency of William Howard Taft?,question_answering,William Howard Taft
Q937,what temperature is a salt ice bath,question_answering,Cooling bath
Q938,when slavery abolished,question_answering,Slavery in the United States
Q939,when slavery abolished,question_answering,Slavery in the United States
Q940,what produces primary xylem?,question_answering,Xylem
Q941,what is a ti 82?,question_answering,TI-82
Q942,what is a ti 82?,question_answering,TI-82
Q943,what makes of the united states,question_answering,United States
Q944,what makes of the united states,question_answering,United States
Q945,what makes of the united states,question_answering,United States
Q946,what makes of the united states,question_answering,United States
Q947,what are circumpolar constellations,question_answering,Circumpolar constellation
Q948,where do sesame seeds come from,question_answering,Sesame
Q949,who owned kansas before it became a state,question_answering,Kansas
Q950,where did the olmecs come from,question_answering,Olmec
Q951,what states allow same sex marriage,question_answering,Same-sex marriage in the United States
Q952,when did thomas jefferson become president,question_answering,Thomas Jefferson
Q953,when did thomas jefferson become president,question_answering,Thomas Jefferson
Q954,who sang sun city,question_answering,Sun City (song)
Q955,who won the most nba championships,question_answering,List of NBA players with most championships
Q956,when did the word fuck begin,question_answering,Fuck
Q957,what are the 7 continents,question_answering,Continent
Q958,what state is milwaukee in,question_answering,Milwaukee
Q959,who wrote the song hallelujah,question_answering,Hallelujah (Leonard Cohen song)
Q960,what are garnishments,question_answering,Garnishment
Q961,what years was the 18th century,question_answering,18th century
Q962,what year was the eiffel tower made,question_answering,Eiffel Tower
Q963,when monopoly came out,question_answering,History of the board game Monopoly
Q964,what are land parcels,question_answering,Parcel
Q965,what state is Mn,question_answering,Minnesota
Q966,what naturally occurring isotopes does cobalt have,question_answering,Isotopes of cobalt
Q967,Who Moved My Cheese Synopsis,question_answering,Who Moved My Cheese?
Q968,who replaced nikita khrushchev,question_answering,Nikita Khrushchev
Q969,What Are Mnemonic Devices,question_answering,Mnemonic
Q970,who passed no child left behind,question_answering,No Child Left Behind Act
Q971,what are the charges against Casey Anthony,question_answering,Death of Caylee Anthony
